pais,id_accidente,fecha,municipio,provincia,linea,operador,suceso_codigo,suceso_desc,causa_codigo,causa_desc,fallecidos,heridos_graves,heridos_leves,hora,pk,resumen,titulo_informe,informe_publico_url,organismo_investigador,num_paginas,fuente_datos,latitud,longitud,estado_investigacion,fecha_procesamiento
ES,ES-2009-930,2009-12-30,FUENMAYOR,,Intermodal A bando Indalecio Prieto,Renfe,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,0,0,0,03:08,,nº 0069/2009 ocurrido el 30.12.2009 SECRETARIA DE ESTADO,IF-301209-290610-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-301209-290610-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:42.390791
ES,ES-2009-20072,2009-08-31,SAN CRISTOBAL INDUSTRIAL,,,,1.1,Colisión,2.4,Sin identificar,0,0,0,18:14,,nº 0047/2009 ocurrido el 31.08.2009 SUBSECRETARÍA A MINISTERIO DE,IF-310809-060410-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-310809-060410-CIAF.pdf,CIAF,13,ERA,,,Completado,2026-07-06T13:13:42.459532
ES,ES-2009-020209-221209-CIAF,2009-02-02,,,Madrid,,1.7.7,Otros,1.1.6,Factor humano - Mantenimiento,0,0,0,,,nº 0010/2009 ocurrido el 02.02.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-020209-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-020209-221209-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.473892
ES,ES-2009-040309-140709-CIAF,2009-03-04,,,Madrid Chamartín,,1.7.7,Otros,2.4,Sin identificar,0,0,0,,,nº 0015/2009 ocurrido el 04.03.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-040309-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-040309-140709-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.489027
ES,ES-2009-050609-221209-CIAF,2009-06-05,MA,,"Barcelona San Andrés 
Condal a",,1.4,Accidente en paso a nivel,2.4,Sin identificar,0,0,0,,,nº 0025/2009 ocurrido el 05.06.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-050609-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-050609-221209-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.499592
ES,ES-2009-060709-221209-CIAF,2009-07-06,,,,,1.4,Accidente en paso a nivel,2.4,Sin identificar,0,0,0,,,nº 0031/2009 ocurrido el 06.07.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-060709-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-060709-221209-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.509205
ES,ES-2009-070409-271009-CIAF,2009-04-07,LAS NAVAS DEL MARQUÉS,,Madrid,,1.7.7,Otros,2.4,Sin identificar,0,0,0,,83+700,nº 0019/2009 ocurrido el 07.04.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-070409-271009-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-070409-271009-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.521197
ES,ES-2009-140209-290909-CIAF,2009-02-14,"LIERES 

 
 
 Investigación del incidente 
n",,Oviedo,,2,Incidente,1.1.6,Factor humano - Mantenimiento,0,0,0,,,nº 0009/2009 ocurrido el 14.02.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-140209-290909-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-140209-290909-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.534512
ES,ES-2009-170409-221209-CIAF,2009-04-17,EL CALEYO,,Gijón Cercan ías,,1.7.7,Otros,2.4,Sin identificar,0,0,0,,,nº 0022/2009 ocurrido el 17.04.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-170409-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-170409-221209-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.547037
ES,ES-2009-180609-221209-CIAF,2009-06-18,"MADRID CHAMARTÍN 

 
 
 Investigación del incidente 
n",,Madrid,,2,Incidente,2.4,Sin identificar,0,0,0,,,nº 0027/2009 ocurrido el 18.06.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-180609-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-180609-221209-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.557391
ES,ES-2009-220209-140709-CIAF,2009-02-22,Chapela,,Vigo,,1.7.7,Otros,2.4,Sin identificar,0,0,0,,,nº 0012/2009 ocurrido el 22.02.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-220209-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-220209-140709-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.568985
ES,ES-2009-220609-221209-CIAF,2009-06-22,Infiesto,,Oviedo,,1.4,Accidente en paso a nivel,2.4,Sin identificar,0,0,0,,,nº 0028/2009 ocurrido el 22.06.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-220609-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-220609-221209-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.578627
ES,ES-2009-230209-140709-CIAF,2009-02-23,"SOTO DUEÑAS 

 
 
 Investigación del accidente 
n",,Oviedo Santander,,1.7.7,Otros,2.4,Sin identificar,0,0,0,,,nº 0013/2009 ocurrido el 23.02.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-230209-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-230209-140709-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.590608
ES,ES-2009-240309-140709-CIAF,2009-03-24,"ALGEMESÍ 

 
 
 Investigación del accidente 
n",,Madrid Chamar tín,,1.4,Accidente en paso a nivel,2.4,Sin identificar,0,0,0,,,nº 0017/2009 ocurrido el 24.03.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-240309-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-240309-140709-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.602650
ES,ES-2009-240309-290909-CIAF,2009-03-24,,Jaén,"Espeluy 
Aguja Km",,1.4,Accidente en paso a nivel,2.4,Sin identificar,0,0,0,,137+803,nº 0018/2009 ocurrido el 24.03.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-240309-290909-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-240309-290909-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.617176
ES,ES-2009-260609-221209-CIAF,2009-06-26,ALUCHE,,,,1.7.7,Otros,2.4,Sin identificar,0,0,0,,,nº 0030/2009 ocurrido el 26.06.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-260609-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-260609-221209-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.627246
ES,ES-2009-300109-140709-CIAF,2009-01-30,"SODUPE 

 
 
 Investigación del accidente 
n",,Santander,,1.4,Accidente en paso a nivel,2.4,Sin identificar,0,0,0,,,nº 0007/2009 ocurrido el 30.01.2009 SUBSECRETARÍA  A MINISTERIO DE,RS-300109-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-300109-140709-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:42.639529
ES,ES-2010-58727,2010-12-03,Espeja,Fuentes de Oñoro,Vilar Fo rmoso,Renfe,1.4.1.1,Accidente PN - Vehículo,2.4,Sin identificar,0,0,0,10:31,122+116,nº 0064/2010 ocurrido el 03.12.2010 SECRETARÍA DE ESTADO,IF-031210-270411-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-031210-270411-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:42.729130
ES,ES-2010-751,2010-03-05,Dueñas,,Madrid,subcontratista,1.7.7,Otros,2.4,Sin identificar,0,0,0,01:37,,nº 0014/2010 ocurrido el 05.03.2010 SECRETARÍA DE ESTADO,IF-050310-310111-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-050310-310111-CIAF.pdf,CIAF,21,ERA,,,Completado,2026-07-06T13:13:42.876756
ES,ES-2010-050710-310111-CIAF,2010-07-05,MÓSTOLES,,Móstoles-El,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,10:01,,nº 0033/2010 ocurrido el 05.07.2010 SECRETARÍA DE ESTADO,IF-050710-310111-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-050710-310111-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:42.971730
ES,ES-2010-17015,2010-09-06,Aldea,CARMONITA,Aljucén,Renfe,1.4.1.1,Accidente PN - Vehículo,2.4,Sin identificar,0,0,0,12:35,24+420,nº 0049/2010 ocurrido el 06.09.2010 SECRETARÍA DE ESTADO,IF-060910-290711-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-060910-290711-CIAF.pdf,CIAF,28,ERA,,,Completado,2026-07-06T13:13:43.166538
ES,ES-2010-8939,2010-09-07,Arangure,Zalla,León,,1.4,Accidente en paso a nivel,2.4,Sin identificar,0,0,0,17:02,0+388,nº 0050/2010 ocurrido el 07.09.2010 SECRETARÍA DE ESTADO,IF-070910-290311-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-070910-290311-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:43.287647
ES,ES-2010-080410-281210-CIAF,2010-04-08,,,,,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,0,0,0,11:25,,nº 0020/2010 ocurrido el 08.04.2010 SECRETARÍA DE ESTADO,IF-080410-281210-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-080410-281210-CIAF.pdf,CIAF,14,ERA,,,Completado,2026-07-06T13:13:43.398209
ES,ES-2010-6502,2010-08-09,,Cabezón de la Sal,Oviedo,,1.4.1.1,Accidente PN - Vehículo,2.3.3,Usuario paso a nivel,0,0,0,17:00,489+795,nº 0044/2010 ocurrido el 09.08.2010 SECRETARÍA DE ESTADO,IF-090810-250211-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-090810-250211-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:43.474145
ES,ES-2010-100110-280910-CIAF,2010-01-10,Sevilla  Santa Justa,,Alcázar de San Juan,Renfe,1.3.2,Descarrilamiento en estación,1.2.2.2,Fallo instalaciones - Vía,0,0,0,19:49,568+250,nº 0006/2010 ocurrido el 10.01.2010 SECRETARIA DE ESTADO,IF-100110-280910-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-100110-280910-CIAF.pdf,CIAF,15,ERA,,,Completado,2026-07-06T13:13:43.582977
ES,ES-2010-933,2010-03-10,LOGROÑO,,Casetas,ferroviar,1.1,Colisión,2.4,Sin identificar,0,0,0,,76+396,nº 0016/2010 ocurrido el 10.03.2010 SECRETARIA DE ESTADO,IF-100310-261010-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-100310-261010-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:43.661462
ES,ES-2010-436,2010-07-10,Ugao,,"Intermodal Abando 
Inadalecio Prieto a",Renfe,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,0,0,0,15:51,230+862,nº 0036/2010 ocurrido el 10.07.2010 SECRETARÍA DE ESTADO,IF-100710-290311-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-100710-290311-CIAF.pdf,CIAF,15,ERA,,,Completado,2026-07-06T13:13:43.809020
ES,ES-2010-101110-270411-CIAF,2010-11-10,BETANZOS,,,ferrovia,1.3.2,Descarrilamiento en estación,1.1.6,Factor humano - Mantenimiento,0,0,0,18:20,524+416,nº 0062/2010 ocurrido el 10.11.2010 SECRETARÍA DE ESTADO,IF-101110-270411-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-101110-270411-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:43.890356
ES,ES-2010-110210-280910-CIAF,2010-02-11,Pinar de Las Rozas,,Madrid,Renfe,1.3.2,Descarrilamiento en estación,1.1.6,Factor humano - Mantenimiento,0,0,0,19:10,20+658,nº 0008/2010 ocurrido el 11.02.2010 SECRETARIA DE ESTADO,IF-110210-280910-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-110210-280910-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:43.964799
ES,ES-2010-7403,2010-03-11,,Villaquilambre,León,ferrov,1.4.1.1,Accidente PN - Vehículo,2.4,Sin identificar,0,0,0,09:15,5+037,DE FOMENTO  SECRETARIA DE ESTADO,IF-110310-261010-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-110310-261010-CIAF.pdf,CIAF,13,ERA,,,Completado,2026-07-06T13:13:44.161515
ES,ES-2010-111110-280611-CIAF,2010-11-11,,,Madrid Chamartín,Renfe,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,0,0,0,01:35,89+850,DE FOMENTO SECRETARÍA DE ESTADO,IF-111110-280611-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-111110-280611-CIAF.pdf,CIAF,17,ERA,,,Completado,2026-07-06T13:13:44.270935
ES,ES-2010-140610-310111-CIAF,2010-06-14,Ponte,,Ferrol,,1.7.7,Otros,2.4,Sin identificar,0,0,0,08:32,43+559,nº 0028/2010 ocurrido el 14.06.2010 SECRETARÍA DE ESTADO,IF-140610-310111-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-140610-310111-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:44.365522
ES,ES-2010-9121,2010-07-14,Ribadeo,,Ferrol–Gijón,,1.7.7,Otros,2.4,Sin identificar,0,0,0,12:41,148+845,nº 0038/2010 ocurrido el 14.07.2010 SECRETARÍA DE ESTADO,IF-140710-250211-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-140710-250211-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:44.446168
ES,ES-2010-17000,2010-01-15,GETAFE INDUSTRIAL,,Madrid,Renfe,1.5.1.2,Arrollamiento en estación,2.4,Sin identificar,0,0,0,21:06,13+860,nº 0003/2010 ocurrido el 15.01.2010 SECRETARIA DE ESTADO,IF-150110-310510-CIAF-GETAFE.pdf,https://www.era.europa.eu/system/files/2023-07/IF-150110-310510-CIAF-GETAFE.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:44.517914
ES,ES-2010-264,2010-01-15,VILA,,Va lencia,Renfe,1.4.1.1,Accidente PN - Vehículo,2.4,Sin identificar,0,0,0,18:26,62+902,nº 0002/2010 ocurrido el 15.01.2010 SECRETARIA DE ESTADO,IF-150110-310510-CIAF_VILA-REAL.pdf,https://www.era.europa.eu/system/files/2023-07/IF-150110-310510-CIAF_VILA-REAL.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:44.592273
ES,ES-2010-4141,2010-07-16,,,de,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,15:41,167+867,nº 0039/2010 ocurrido el 16.07.2010 SECRETARÍA DE ESTADO,IF-160710-290311-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-160710-290311-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:44.681475
ES,ES-2010-170810-270411-CIAF,2010-08-17,PONFERRADA,,,fe,1.1,Colisión,2.4,Sin identificar,0,0,0,20:04,250+950,nº 0046/2010 ocurrido el 17.08.2010 SECRETARÍA DE ESTADO,IF-170810-270411-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-170810-270411-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:44.764270
ES,ES-2010-13926,2010-08-18,Utrera,Sevilla,,Renfe,1.4.1.1,Accidente PN - Vehículo,2.4,Sin identificar,0,0,0,12:16,8+579,nº 0047/2010 ocurrido el 18.08.2010 SECRETARÍA DE ESTADO,IF-180810-290311-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-180810-290311-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:44.845401
ES,ES-2010-5418,2010-10-19,Gijón,,Gijón,Feve,1.1,Colisión,2.4,Sin identificar,0,0,0,15:25,,nº 0056/2010 ocurrido el 19.10.2010 SECRETARÍA DE ESTADO,IF-191010-280611-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-191010-280611-CIAF.pdf,CIAF,14,ERA,,,Completado,2026-07-06T13:13:44.962826
ES,ES-2010-230510-310511-CIAF,2010-05-23,Pozuelo,,Madrid,,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,0,0,0,22:54,5+114,nº 0026/2010 ocurrido el 23.05.2010 SECRETARÍA DE ESTADO,IF-230510-310511-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-230510-310511-CIAF.pdf,CIAF,13,ERA,,,Completado,2026-07-06T13:13:45.060729
ES,ES-2010-230610-310111-CIAF,2010-06-23,,,Madrid Chamartín,Re,1.7.7,Otros,2.4,Sin identificar,0,0,0,23:23,656+598,nº 0030/2010 ocurrido el 23.06.2010 SECRETARÍA DE ESTADO,IF-230610-310111-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-230610-310111-CIAF.pdf,CIAF,28,ERA,,,Completado,2026-07-06T13:13:45.236470
ES,ES-2010-260310-281210-CIAF,2010-03-26,ARÉVALO,,,,1.7.7,Otros,2.4,Sin identificar,0,0,0,00:33,172+050,nº 0018/2010 ocurrido el 26.03.2010 SECRETARÍA DE ESTADO,IF-260310-281210-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-260310-281210-CIAF.pdf,CIAF,39,ERA,,,Completado,2026-07-06T13:13:45.538584
ES,ES-2010-260610-310111-CIAF,2010-06-26,VITORIA,,Madrid Chamartín,Renfe,1.5.1.2,Arrollamiento en estación,2.4,Sin identificar,0,0,0,00:28,492+400,nº 0031/2010 ocurrido el 26.06.2010 SECRETARÍA DE ESTADO,IF-260610-310111-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-260610-310111-CIAF.pdf,CIAF,17,ERA,,,Completado,2026-07-06T13:13:45.656991
ES,ES-2010-290610-250211-CIAF,2010-06-29,SANT ANDREU ARENAL,,Lleida-Pirineus,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,09:07,,nº 0032/2010 ocurrido el 29.06.2010 SECRETARÍA DE ESTADO,IF-290610-250211-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-290610-250211-CIAF.pdf,CIAF,13,ERA,,,Completado,2026-07-06T13:13:45.752383
ES,ES-2010-300910-280611-CIAF,2010-09-30,REDONDELA,,Vigo,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,08:09,166+800,nº 0053/2010 ocurrido el 30.09.2010 SECRETARÍA DE ESTADO,IF-300910-280611-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-300910-280611-CIAF.pdf,CIAF,15,ERA,,,Completado,2026-07-06T13:13:45.889758
ES,ES-2011-9203,2011-06-01,TRASONA,,Ferrol,,2,Incidente,2.4,Sin identificar,0,0,0,16:00,,DE FOMENTO SECRETARÍA DE ESTADO,IF-010611-310112-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-010611-310112-CIAF.pdf,CIAF,14,ERA,,,Completado,2026-07-06T13:13:46.019540
ES,ES-2011-040111-200911-CIAF,2011-01-04,,,,Renfe,1.3.1,Descarrilamiento en plena vía,2.4,Sin identificar,0,0,0,19:20,,DE FOMENTO  SECRETARIA DE ESTADO,IF-040111-200911-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-040111-200911-CIAF.pdf,CIAF,15,ERA,,,Completado,2026-07-06T13:13:46.398577
ES,ES-2011-91103,2011-04-05,RUBÍ,,"Mollet 
Sant Fost",Renfe,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,0,0,0,15:30,,DE FOMENTO SECRETARÍA DE ESTADO,IF-050411-280212-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-050411-280212-CIAF.pdf,CIAF,17,ERA,,,Completado,2026-07-06T13:13:46.572506
ES,ES-2011-874,2011-11-05,,,,,1.1,Colisión,2.4,Sin identificar,0,0,0,10:43,,DE FOMENTO SUBSECRETARÍA  Investigación del incidente,IF-051111-290512-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-051111-290512-CIAF.pdf,CIAF,13,ERA,,,Completado,2026-07-06T13:13:46.669589
ES,ES-2011-070311-290512-CIAF,2011-03-07,,,Barcel ona San Andrés Condal,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,21:22,224+794,DE FOMENTO SUBSECRETARÍA  Investigación del incidente,IF-070311-290512-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-070311-290512-CIAF.pdf,CIAF,14,ERA,,,Completado,2026-07-06T13:13:46.800848
ES,ES-2011-100611-290512-CIAF,2011-06-10,,,MADRID,,1.7.7,Otros,2.4,Sin identificar,0,0,0,09:50,11+100,DE FOMENTO SUBSECRETARÍA  Investigación del accidente,IF-100611-290512-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-100611-290512-CIAF.pdf,CIAF,14,ERA,,,Completado,2026-07-06T13:13:46.916423
ES,ES-2011-110711-270312-CIAF,2011-07-11,,,,Renfe,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,0,0,0,11:53,11+800,DE FOMENTO SUBSECRETARÍA  Investigación del accidente,IF-110711-270312-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-110711-270312-CIAF.pdf,CIAF,15,ERA,,,Completado,2026-07-06T13:13:47.029617
ES,ES-2011-15837,2011-10-12,VILAMALLA,,"Bifurcación 
Sagrera a Cerbere",Renfe,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,0,0,0,17:40,,DE FOMENTO SUBSECRETARÍA  Investigación del accidente,IF-121011-260612-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-121011-260612-CIAF.pdf,CIAF,18,ERA,,,Completado,2026-07-06T13:13:47.171799
ES,ES-2011-130711-250912-CIAF,2011-07-13,Teruel,,Sagunto,Logi,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,0,0,0,21:45,137+810,DE FOMENTO SUBSECRETARÍA  Investigación del accidente,IF-130711-250912-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-130711-250912-CIAF.pdf,CIAF,17,ERA,,,Completado,2026-07-06T13:13:47.304677
ES,ES-2011-24403,2011-12-15,Valencia Sant Isidre,,Aranjuez a Valencia Estació del,Renfe,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,0,0,0,07:52,,DE FOMENTO SUBSECRETARÍA  Investigación del accidente,IF-151211-260612-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-151211-260612-CIAF.pdf,CIAF,16,ERA,,,Completado,2026-07-06T13:13:47.439913
ES,ES-2011-13943,2011-01-16,Osuna,AGUADULCE,,ferr,1.4.1.1,Accidente PN - Vehículo,2.3.3,Usuario paso a nivel,0,0,0,13:18,87,DE FOMENTO  SECRETARÍ A DE ESTADO,IF-160111-200911-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-160111-200911-CIAF.pdf,CIAF,13,ERA,,,Completado,2026-07-06T13:13:47.738131
ES,ES-2011-160311-251011-CIAF,2011-03-16,,,Lleida Pirineus,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,20:19,323+320,DE FOMENTO SECRETARIA DE ESTADO,IF-160311-251011-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-160311-251011-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:47.816670
ES,ES-2011-160511-280212-CIAF,2011-05-16,LOS GAVILANES,,Madrid-Puerta,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,19:03,12+379,DE FOMENTO SECRETARÍA DE ESTADO,IF-160511-280212-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-160511-280212-CIAF.pdf,CIAF,14,ERA,,,Completado,2026-07-06T13:13:47.926010
ES,ES-2011-20204,2011-12-19,MADRID CHAMARTÍN,,Madrid-Chamartín,,2,Incidente,2.4,Sin identificar,0,0,0,05:29,,DE FOMENTO SUBSECRETARÍA  Investigación del incidente,IF-191211-240712-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-191211-240712-CIAF.pdf,CIAF,21,ERA,,,Completado,2026-07-06T13:13:48.092434
ES,ES-2011-17016,2011-07-20,,,,fe,1.5.1.2,Arrollamiento en estación,2.4,Sin identificar,0,0,0,16:25,66+480,DE FOMENTO SUBSECRETARÍA  Investigación del accidente,IF-200711-260612-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-200711-260612-CIAF.pdf,CIAF,26,ERA,,,Completado,2026-07-06T13:13:48.240245
ES,ES-2011-230411-271211-CIAF,2011-04-23,Bellvitge,,Barcelona Sants,Renfe,1.7.7,Otros,1.2.1.1,Fallo técnico - Rodadura,0,0,0,09:28,675+220,DE FOMENTO SECRETARIA DE ESTADO,IF-230411-271211-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-230411-271211-CIAF.pdf,CIAF,15,ERA,,,Completado,2026-07-06T13:13:48.346294
ES,ES-2011-4,2011-05-24,Santa,,"Gijón-
Cercanías",Renfe,1.3.2,Descarrilamiento en estación,1.1.6,Factor humano - Mantenimiento,0,0,0,16:19,45+104,DE FOMENTO SUBSECRETARÍA Investigación del accidente,IF-240511-270312-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-240511-270312-CIAF.pdf,CIAF,14,ERA,,,Completado,2026-07-06T13:13:48.430081
ES,ES-2011-261011-290512-CIAF,2011-10-26,SANT POL DE MAR,,Bifurcación Sagr era a Ma,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,16:24,44+979,DE FOMENTO SUBSECRETARÍA Investigación del accidente,IF-261011-290512-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-261011-290512-CIAF.pdf,CIAF,15,ERA,,,Completado,2026-07-06T13:13:48.522110
ES,ES-2011-270811-240712-CIAF,2011-08-27,GRANOLLERS,,Bifurcación Sagrera,ferroviari,2.1.4,Señal rebasada,2.4,Sin identificar,0,0,0,21:27,134+932,DE FOMENTO SUBSECRETARÍA  Investigación del accidente,IF-270811-240712-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-270811-240712-CIAF.pdf,CIAF,15,ERA,,,Completado,2026-07-06T13:13:48.622501
ES,ES-2011-271011-240712-CIAF,2011-10-27,ASTILLERO,,Santander,,2.1.4,Señal rebasada,2.4,Sin identificar,0,0,0,14:25,,DE FOMENTO SUBSECRETARÍA  Investigación del accidente,IF-271011-240712-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-271011-240712-CIAF.pdf,CIAF,14,ERA,,,Completado,2026-07-06T13:13:48.704338
ES,ES-2011-271211-250912-CIAF,2011-12-27,,,Bifurcación Cambiador de Zaragoza Delicias,Renfe,1.3.1,Descarrilamiento en plena vía,2.4,Sin identificar,0,0,0,11:38,,DE FOMENTO SUBSECRETARÍA  Investigación del accidente,IF-271211-250912-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-271211-250912-CIAF.pdf,CIAF,15,ERA,,,Completado,2026-07-06T13:13:48.804422
